Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default",meta:specialk9_internal_id,meta:specialk9_source_url,meta:specialk9_seo_title,meta:specialk9_seo_description
variable,SLC-SLD,,"ScentLogix™ K9 Imprint del aromas",1,0,visible,,"<details><summary>Descripción</summary><section><p>Los productos ScentLogix™ son los aromas no detonables y no narcóticos número uno del mundo para programas de capacitación y evaluación de olores. Los ScentLogix™ K9 son el primer conjunto de kits de aromas del mundo desarrollado científicamente para el entrenamiento de perros K-9 en la detección de explosivos y narcóticos. Estos aromas multioperativos establecen un nuevo estándar para el entrenamiento de detección de K-9. Los aromas no son polvos como otros pseudo aromas y no requieren transferir el olor a otros materiales. Son aptos para investigación y mantienen sus olores hasta por un año sin disminuir. Los aromas proporcionan firmas olfativas esenciales que, junto con un regimen de entrenamiento integral, mejorarán la eficiencia de los caninos en la detección de explosivos químicos, narcóticos y otros materiales ilícitos. Estos productos permiten ejercicios de entrenamiento de detección realistas en todos los entornos climáticos y dentro de poblaciones civiles reales y otros entornos.</p></section></details><details><summary>Devoluciones</summary><section><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.El producto debe estar en su estado original, sellado completamente. Sin cortes ni huecos en su empaque. </p></section></details><details><summary>Preguntas Frecuentes</summary><section><p><strong></strong><strong>¿Cuántos gramos pesa cada Imprint Aid?<br></strong><span style=""font-size: 12px;"">Cada muestra de impronta (Imprint Aid) pesa aproximadamente </span><span style=""font-size: 12px;"">20 gramos</span></p><br><strong>¿Cuántos gramos pesan los Evaluation Aids?<br></strong>
<span style=""font-size: 12px;"">Cada ayuda de evaluación (Evaluation Aid) pesa aproximadamente 12 gramos.</span><strong></strong><br><br><strong>¿Existen requisitos espe<span style=""font-size: 14px;""></span>ciales para el transporte de las ayudas (Aids)?<br></strong>
<span style=""font-size: 12px;"">Estas ayudas son, en esencia, <strong>""fragancias de explosivos, narcóticos, entre otros""</strong>, y no <strong>""explosivos, narcóticos, entre otros"" </strong>como tal. Por lo tanto, no poseen las propiedades químicas o fisiológicas que hacen peligrosos a los materiales originales, ni necesitan ser transportadas, manipuladas o almacenadas bajo las mismas condiciones o regulaciones que dichos materiales.<br><br></span><p><strong><span style=""font-size: 14px;"">¿El tiempo de exposición se ve afectado por la temperatura?</span></strong><br> <span style=""font-size: 12px;"">¡Sí! Para generar la misma intensidad de olor, el tiempo de exposición debe ser inversamente proporcional a la temperatura de operación. El cálculo de la temperatura puede implicar varios factores, ya que existen dos tipos diferentes de variables relacionadas con la temperatura que deben considerarse.</span></p><p><span style=""font-size: 12px;"">La primera corresponde al macrosistema, es decir, la temperatura del ambiente, ya sea en interiores o exteriores. La segunda corresponde al microsistema, es decir, la temperatura del microentorno de las ayudas (Aids); por ejemplo, la temperatura de los objetos o superficies que están en contacto con ellas.<br><br></span></p><p><strong><span style=""font-size: 14px;"">¿Es necesario que el producto se aclimate a la temperatura ambiente antes de usarse si ha sido almacenado en refrigeración?</span></strong></p><p><span style=""font-size: 12px;"">No. Debido al proceso de fabricación, no es necesario aclimatar el producto si ha sido almacenado en un refrigerador. Si ha sido almacenado en un congelador, se recomienda dejarlo aclimatarse durante aproximadamente <strong>90 segundos</strong> antes de utilizarlo.<br><br></span></p><p><strong>¿El olor (Evaluation Aid o Imprint Aid) puede transferirse a otros objetos, dejando residuos o rastros de olor?</strong></p><p><span style=""font-size: 12px;"">Aunque los métodos basados en nanotecnología y el proceso <strong>ScentLoc®</strong> utilizados durante la fabricación garantizan que las ayudas (Aids) no dejen residuos físicos ni contaminen las superficies sobre las que se colocan, el vapor que generan puede penetrar en materiales porosos.</span></p><p><span style=""font-size: 12px;""><strong><span style=""font-size: 14px;"">¿Como se calcula la vida útil del material de entrenamiento?</span><br><br></strong><span style=""font-size: 12px;"">Su vida útil se determina con base en el estándar de entrenamiento aceptado para cuerpos policiales, fuerzas militares y equipos caninos detectores (SWGDOG), que establece un uso de </span><strong><span style=""font-size: 12px;"">16 horas al mes (4 horas por semana)</span></strong><br></span></p><p><span style=""font-size: 12px;""><strong><span style=""font-size: 14px;"">¿Cómo afecta la humedad a los materiales de entrenamiento, si es que los afecta?</span><br><br></strong>Los materiales de entrenamiento <strong>no se ven afectados por la humedad. </strong>Si las bolsas se humedecen, déjelas secar de forma natural durante el proceso de entrenamiento. Si una bolsa queda completamente empapada en agua, deséchela o comuníquese con <strong>ScentLogix™ </strong>para recibir asesoría técnica</span></p><p><br></p></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Detección, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695798262/4595031806.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695798262/4595033059.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695798262/4595030132.png",,,,,,,,,,ScentLogix,Olor,"Papel/Moneda, Medios de Almacenamiento Digital, Dispositivos Móviles",1,0,,,,,,,,,,,,695798262,https://www.specialk9.com/ScentLogix-tm-K9-Imprint-del-aromas-p695798262,"ScentLogix™ K9 Imprint del aromas","Descripción Los productos ScentLogix™ son los aromas no detonables y no narcóticos número uno del mundo para programas de capacitación y evaluación de olores. Los ScentLogix™ K9 son el primer conjunto de kits de aromas del mundo desarrollado científicamente para el entrenamiento de perros K-9 en la…"
variation,SLD002,,"ScentLogix™ K9 Imprint del aromas - Dispositivos Móviles",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,321500.00,,,,,,,SLC-SLD,,,,,,,,Olor,"Dispositivos Móviles",1,0,,,,,,,,,,,,695798262,,,
variation,SLD001,,"ScentLogix™ K9 Imprint del aromas - Medios de Almacenamiento Digital",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,321500.00,,,,,,,SLC-SLD,,,,,,,,Olor,"Medios de Almacenamiento Digital",1,0,,,,,,,,,,,,695798262,,,
variation,SLC100,,"ScentLogix™ K9 Imprint del aromas - Papel/Moneda",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,199000.00,,,,,,,SLC-SLD,,,,,,,,Olor,Papel/Moneda,1,0,,,,,,,,,,,,695798262,,,
variable,SLK-V,,"ScentLogix™ K9 Imprint del aroma Varios",1,1,visible,,"<details><summary>Descripción</summary><section><p>Los productos ScentLogix™ son los aromas no detonables y no narcóticos número uno del mundo para programas de capacitación y evaluación de olores. Los ScentLogix™ K9 son el primer conjunto de kits de aromas del mundo desarrollado científicamente para el entrenamiento de perros K-9 en la detección de explosivos y narcóticos. Estos aromas multioperativos establecen un nuevo estándar para el entrenamiento de detección de K-9. Los aromas no son polvos como otros pseudo aromas y no requieren transferir el olor a otros materiales. Son aptos para investigación y mantienen sus olores hasta por un año sin disminuir. Los aromas proporcionan firmas olfativas esenciales que, junto con un regimen de entrenamiento integral, mejorarán la eficiencia de los caninos en la detección de explosivos químicos, narcóticos y otros materiales ilícitos. Estos productos permiten ejercicios de entrenamiento de detección realistas en todos los entornos climáticos y dentro de poblaciones civiles reales y otros entornos.</p></section></details><details><summary>Devoluciones</summary><section><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.El producto debe estar en su estado original, sellado completamente. Sin cortes ni huecos en su empaque.</p></section></details><details><summary>Preguntas Frecuentes</summary><section><p><strong>¿Cuántos gramos pesa cada Imprint Aid?</strong></p><p><span style=""font-size: 12px;"">Cada muestra de impronta (Imprint Aid) pesa aproximadamente </span><span style=""font-size: 12px;"">20 gramos</span></p><p><strong>¿Cuántos gramos pesan los Evaluation Aids?</strong></p><p><span style=""font-size: 12px;"">Cada ayuda de evaluación (Evaluation Aid) pesa aproximadamente 12 gramos.</span></p><p><strong>¿Existen requisitos especiales para el transporte de las ayudas (Aids)?</strong></p><p><span style=""font-size: 12px;"">Estas ayudas son, en esencia, ""fragancias de explosivos, narcóticos, entre otros"", y no ""explosivos, narcóticos, entre otros"" como tal. Por lo tanto, no poseen las propiedades químicas o fisiológicas que hacen peligrosos a los materiales originales, ni necesitan ser transportadas, manipuladas o almacenadas bajo las mismas condiciones o regulaciones que dichos materiales.<br><br></span></p><p><strong>¿El tiempo de exposición se ve afectado por la temperatura?</strong></p><p><span style=""font-size: 12px;"">¡Sí! Para generar la misma intensidad de olor, el tiempo de exposición debe ser inversamente proporcional a la temperatura de operación. El cálculo de la temperatura puede implicar varios factores, ya que existen dos tipos diferentes de variables relacionadas con la temperatura que deben considerarse.</span></p><p><span style=""font-size: 12px;"">La primera corresponde al macrosistema, es decir, la temperatura del ambiente, ya sea en interiores o exteriores. La segunda corresponde al microsistema, es decir, la temperatura del microentorno de las ayudas (Aids); por ejemplo, la temperatura de los objetos o superficies que están en contacto con ellas.<br><br></span></p><p><strong>¿Es necesario que el producto se aclimate a la temperatura ambiente antes de usarse si ha sido almacenado en refrigeración?</strong></p><p><span style=""font-size: 12px;"">No. Debido al proceso de fabricación, no es necesario aclimatar el producto si ha sido almacenado en un refrigerador. Si ha sido almacenado en un congelador, se recomienda dejarlo aclimatarse durante aproximadamente 90 segundos antes de utilizarlo.<br><br></span></p><p><strong>¿El olor (Evaluation Aid o Imprint Aid) puede transferirse a otros objetos, dejando residuos o rastros de olor?</strong></p><p><span style=""font-size: 12px;"">Aunque los métodos basados en nanotecnología y el proceso ScentLoc® utilizados durante la fabricación garantizan que las ayudas (Aids) no dejen residuos físicos ni contaminen las superficies sobre las que se colocan, el vapor que generan puede penetrar en materiales porosos.</span></p><p><span style=""font-size: 12px;""><span style=""font-size: 14px;""><strong>¿Como se calcula la vida útil del material de entrenamiento?</strong></span><br></span></p><p><span style=""font-size: 12px;"">Su vida útil se determina con base en el estándar de entrenamiento aceptado para cuerpos policiales, fuerzas militares y equipos caninos detectores (SWGDOG), que establece un uso de </span><span style=""font-size: 12px;"">16 horas al mes (4 horas por semana)</span><br></p><p><span style=""font-size: 12px;""><span style=""font-size: 14px;""><strong>¿Cómo afecta la humedad a los materiales de entrenamiento, si es que los afecta?</strong></span><br><br>Los materiales de entrenamiento no se ven afectados por la humedad. Si las bolsas se humedecen, déjelas secar de forma natural durante el proceso de entrenamiento. Si una bolsa queda completamente empapada en agua, deséchela o comuníquese con ScentLogix™ para recibir asesoría técnica</span></p></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,Detección,,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/805179777/5490580750.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/805179777/5490579081.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/805179777/5490579087.png",,,,,,,,,27,ScentLogix,Olor,"Comportamiento de Busqueda, Inholoro, Sin Componentes",1,0,,,,,,,,,,,,805179777,https://www.specialk9.com/ScentLogix-tm-K9-Imprint-del-aroma-Varios-p805179777,"ScentLogix™ K9 Imprint del aroma Varios","Descripción Los productos ScentLogix™ son los aromas no detonables y no narcóticos número uno del mundo para programas de capacitación y evaluación de olores. Los ScentLogix™ K9 son el primer conjunto de kits de aromas del mundo desarrollado científicamente para el entrenamiento de perros K-9 en la…"
variation,SLK-BLANK2,,"ScentLogix™ K9 Imprint del aroma Varios - Sin Componentes",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,110000.00,,,,,,,SLK-V,,,,,,,,Olor,"Sin Componentes",1,0,,,,,,,,,,,,805179777,,,
variation,SLK-BLANK1,,"ScentLogix™ K9 Imprint del aroma Varios - Inholoro",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,81500.00,,,,,,,SLK-V,,,,,,,,Olor,Inholoro,1,0,,,,,,,,,,,,805179777,,,
variation,SLK-NS,,"ScentLogix™ K9 Imprint del aroma Varios - Comportamiento de Busqueda",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,168000.00,,,,,,,SLK-V,,,,,,,,Olor,"Comportamiento de Busqueda",1,0,,,,,,,,,,,,805179777,,,
simple,NRD-DD,,"Secador de Perros con Reducción de Ruido para Grooming y Baño",1,1,visible,,"<p>Secado y grooming sin esfuerzo gracias a sus <strong>4 boquillas intercambiables</strong>, ideales para secar rápido, trabajar el subpelo, dar estilo y eliminar pelo suelto, suciedad y caspa. Su <strong>motor de alta potencia</strong> reduce el tiempo de secado hasta en un <strong>50%</strong>, evitando que tu mascota se impaciente, mientras el diseño de flujo de aire mejorado deja el pelaje suave y brillante.</p><p>El sistema <strong>silencioso</strong> incorpora cuerpo extendido, carcasa reforzada, filtro trasero grueso y múltiples capas de aislamiento para disminuir el ruido en un <strong>20%</strong>, perfecto para mascotas sensibles.</p><p>Permite ajustar <strong>velocidad del aire (25–65 m/s)</strong> y elegir entre <strong>2 temperaturas</strong> (85°F tibio / 140°F caliente). Incluye <strong>protección contra sobrecalentamiento</strong>.</p><p>Su diseño ergonómico ofrece agarre cómodo, base antideslizante, tamaño portátil y una <strong>manguera resistente al calor</strong> que se extiende hasta <strong>73”</strong>, ideal para perros inquietos durante el grooming.</p>",taxable,,0,0,1,0,0,0.0,0.0,0.0,0.0,1,,,123750.00,"Grooming, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686160917.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686160851.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686161311.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686161072.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686160888.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686160636.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686160905.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686161317.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826940170/5686160911.webp",,,,,,,,,53,"Pet NF",,,,,,,,,,,,,,,,826940170,https://www.specialk9.com/Secador-de-Perros-con-Reduccion-de-Ruido-para-Grooming-y-Bano-p826940170,"Secador de Perros con Reducción de Ruido para Grooming y Baño","Secado y grooming sin esfuerzo gracias a sus 4 boquillas intercambiables , ideales para secar rápido, trabajar el subpelo, dar estilo y eliminar pelo suelto, suciedad y caspa. Su motor de alta potencia reduce el tiempo de secado hasta en un 50% , evitando que tu mascota se impaciente, mientras el…"
variable,30MP,,"Services - 30 Meals Plan",1,1,visible,,,taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Alimentos & Suplementos, Specials, Alimentos & Suplementos > Alimentación",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/797678564/5391114989.png,,,,,,,,,20,,Dog,"Asia, Koda",1,0,,,,,,,,,,,,797678564,https://www.specialk9.com/Services-30-Meals-Plan-p797678564,"Services - 30 Meals Plan",
variation,30MP-asia,,"Services - 30 Meals Plan - Asia",1,,visible,,,taxable,parent,0,,,0,0,,,,,,,,83000.00,,,,,,,30MP,,,,,,,,Dog,Asia,1,0,,,,,,,,,,,,797678564,,,
variation,30MP-koda,,"Services - 30 Meals Plan - Koda",1,,visible,,,taxable,parent,0,,,0,0,,,,,,,,156000.00,,,,,,,30MP,,,,,,,,Dog,Koda,1,0,,,,,,,,,,,,797678564,,,
simple,G06,076484513022,"Shedding Blade",1,0,visible,,"<details><summary>Descripción</summary><section><p>Para razas medianas y grandes</p><p>La hoja de dos caras con bordes gruesos y finos se puede usar recta o en bucle para eliminar el vello suelto de forma segura.</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p><p><br></p></section></details><p><br></p>",taxable,,1,1,1,1,0,0.11,0.0,0.0,0.0,1,,,13000.00,"Grooming, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4553297845.jpg,,,,,,,,,,Safari,,,,,,,,,,,,,,,,697534974,https://www.specialk9.com/Shedding-Blade-p697534974,"Shedding Blade","Descripción Para razas medianas y grandes La hoja de dos caras con bordes gruesos y finos se puede usar recta o en bucle para eliminar el vello suelto de forma segura. Garantía Garantía por defectos de fábrica. Cortes y golpes no serán contemplados dentro de la garantía. Devoluciones Se realiza…"
simple,G11,076484961274,"Shed Magic Brush",1,0,visible,,"<details><summary>Descripción</summary><section><p>Elimina eficazmente el pelo suelto y deja un pelaje limpio y saludable. Cuenta con un borde de acero inoxidable con púas pequeñas que peinan el pelo suelto y la capa interna del pelaje superior de su mascota. Ideal para todas las texturas y longitudes de cabello. La cabeza en ángulo y el mango ergonómico garantizan su comodidad.<br></p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Golpes no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</p></section></details><p><br></p>",taxable,,1,2,1,0,0,0.14,0.0,0.0,0.0,1,,,22000.00,"Grooming, Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4555465987.jpg,,,,,,,,,,Safari,,,,,,,,,,,,,,,,697978454,https://www.specialk9.com/Shed-Magic-Brush-p697978454,"Shed Magic Brush","Descripción Elimina eficazmente el pelo suelto y deja un pelaje limpio y saludable. Cuenta con un borde de acero inoxidable con púas pequeñas que peinan el pelo suelto y la capa interna del pelaje superior de su mascota. Ideal para todas las texturas y longitudes de cabello. La cabeza en ángulo y el…"
variable,SD3,,"Sigma Pseudo™ Fórmula de Aroma Cadaver",1,0,visible,,"<details><summary>Descripción</summary><section><p>Fórmulas aromáticas para el entrenamiento canino en detección de cadaveres. Sustancia en forma de polvo. Una vez abierto el producto debe ser almacenado a -20C. La fragancia imita el aroma al narcótico seleccionado. Marca Sigma 3.5oz.</p></section></details><details><summary>Devoluciones</summary><section><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.El producto debe estar en su estado original, sellado completamente. Sin cortes ni huecos en su empaque. </p></section></details><p><br></p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Detección, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/694922439/5572256239.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/694922439/5572256245.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/694922439/5572269349.jpg",,,,,,,,,,Sigma,Niveles,"Cadaver 1, Cadaver 2, Kit de Detección - Cadaver",1,0,,,,,,,,,,,,694922439,https://www.specialk9.com/Sigma-Pseudo-tm-Formula-de-Aroma-Cadaver-p694922439,"Sigma Pseudo™ Fórmula de Aroma Narcótico","Descripción Fórmulas aromáticas para el entrenamiento canino en detección de cadaveres. Sustancia en forma de polvo. Una vez abierto el producto debe ser almacenado a -20C. La fragancia imita el aroma al narcótico seleccionado. Marca Sigma 3.5oz. Devoluciones No se hacen reembolsos, se hacen cambios…"
variation,SD32,,"Sigma Pseudo™ Fórmula de Aroma Cadaver - Kit de Detección - Cadaver",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,150000.00,,,,,,,SD3,,,,,,,,Niveles,"Kit de Detección - Cadaver",1,0,,,,,,,,,,,,694922439,,,
variation,SD31,,"Sigma Pseudo™ Fórmula de Aroma Cadaver - Cadaver 2",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,120000.00,,,,,,,SD3,,,,,,,,Niveles,"Cadaver 2",1,0,,,,,,,,,,,,694922439,,,
variation,SD30,,"Sigma Pseudo™ Fórmula de Aroma Cadaver - Cadaver 1",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,120000.00,,,,,,,SD3,,,,,,,,Niveles,"Cadaver 1",1,0,,,,,,,,,,,,694922439,,,
variable,SD,,"Sigma Pseudo™ Fórmula de Aroma Narcótico",1,0,visible,,"<details><summary>Descripción</summary><section><p>Fórmulas aromáticas para el entrenamiento canino en narcóticos. Sustancia en forma de polvo. Una vez abierto el producto debe ser almacenado a -20C. La fragancia imita el aroma al narcótico seleccionado. Marca Sigma 3.5oz.</p></section></details><details><summary>Devoluciones</summary><section><p>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.El producto debe estar en su estado original, sellado completamente. Sin cortes ni huecos en su empaque. </p></section></details><p><br></p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Detección, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/814826287/4540211413.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/814826287/4540211418.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/814826287/4540211567.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/814826287/4540212305.jpg",,,,,,,,,,Sigma,Olores,"Marihuana, Heroína, LSD, Cocaína",1,0,,,,,,,,,,,,814826287,https://www.specialk9.com/Sigma-Pseudo-tm-Formula-de-Aroma-Narcotico-p814826287,"Sigma Pseudo™ Fórmula de Aroma Narcótico","Descripción Fórmulas aromáticas para el entrenamiento canino en narcóticos. Sustancia en forma de polvo. Una vez abierto el producto debe ser almacenado a -20C. La fragancia imita el aroma al narcótico seleccionado. Marca Sigma 3.5oz. Devoluciones No se hacen reembolsos, se hacen cambios por…"
variation,SD20,,"Sigma Pseudo™ Fórmula de Aroma Narcótico - Cocaína",1,,visible,,,taxable,parent,1,-1,0,1,0,,,,,,,,129000.00,,,,,,,SD,,,,,,,,Olores,Cocaína,1,0,,,,,,,,,,,,814826287,,,
variation,SD22,,"Sigma Pseudo™ Fórmula de Aroma Narcótico - LSD",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,135000.00,,,,,,,SD,,,,,,,,Olores,LSD,1,0,,,,,,,,,,,,814826287,,,
variation,SD21,,"Sigma Pseudo™ Fórmula de Aroma Narcótico - Heroína",1,,visible,,,taxable,parent,1,0,0,1,0,,,,,,,,129000.00,,,,,,,SD,,,,,,,,Olores,Heroína,1,0,,,,,,,,,,,,814826287,,,
variation,SD23,,"Sigma Pseudo™ Fórmula de Aroma Narcótico - Marihuana",1,,visible,,,taxable,parent,1,-2,0,1,0,,,,,,,,129000.00,,,,,,,SD,,,,,,,,Olores,Marihuana,1,0,,,,,,,,,,,,814826287,,,
simple,A24,,"Silbato silencioso Remington",1,0,visible,,"<p>Silbato silencioso Remington®</p><p>El silbato de latón niquelado tiene un tono ajustable y es casi inaudible para el oído humano. La frecuencia transporta una larga distancia.</p>",taxable,,1,0,1,1,0,0.0,0.0,0.0,0.0,1,,,11500.00,"Todos los Productos",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4547405309.webp,,,,,,,,,,,,,,,,,,,,,,,,,,696671270,https://www.specialk9.com/Silbato-silencioso-Remington-p696671270,"Silbato silencioso Remington","Silbato silencioso Remington® El silbato de latón niquelado tiene un tono ajustable y es casi inaudible para el oído humano. La frecuencia transporta una larga distancia."
variable,PM500,,"Sky Kennel 40"" x 27"" x 30""",-1,1,hidden,,"<ul><li><span class=""a-list-item"">Comodidad de primera clase para mascotas: la perrera Petmate Sky cumple con los requisitos de la IATA para el transporte de animales vivos y cumple con la mayoría de las especificaciones de carga de aerolíneas, proporcionando un viaje aéreo seguro para mascotas; incluye ventilación de 360 grados y orificios de correa de amarre</span></li><li><span class=""a-list-item"">Fácil preparación para viajes: la perrera Sky es una jaula de viaje para perros que viene con elementos esenciales que incluyen dos calcomanías ""LIVE ANIMAL"", una taza de comida y agua, calcomanías de identificación y una almohadilla absorbente para proporcionar una gran experiencia de viaje para ti y tu mascota</span></li><li><span class=""a-list-item"">Interior espacioso para perros grandes: ideal para labrador retriever o similar, esta gran perrera para perros tiene capacidad para mascotas de 70 a 90 libras, ofreciendo suficiente espacio para caminar y descansar cómodamente durante el viaje, con dimensiones interiores de 36.25 pulgadas de largo x 24.75 pulgadas de ancho x 28.8 pulgadas de alto</span></li><li><span class=""a-list-item"">Calidad de construcción duradera: fabricada en los Estados Unidos con plástico EcoTEC con un mínimo de 90% de material reciclado preconsumo, esta jaula grande para perros cuenta con una puerta de cierre fácil de apretar con enclavamientos y un asa superior plegable para mayor seguridad</span></li><li><span class=""a-list-item"">BIENESTAR DE MASCOTAS: Con más de 60 años de experiencia, Petmate diseña productos confiables para mascotas para mejorar la vida de las mascotas y sus dueños creando productos de alta calidad</span></li></ul>",taxable,,,,,,0,13.6,0.0,0.0,0.0,1,,,,,,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/795699856/5530519392.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/795699856/5368878995.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/795699856/5368914527.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/795699856/5368914521.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/795699856/5686027124.webp, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/795699856/5686027136.webp",,,,,,,,,19,"Pet Mate",Tamaño,"48"" x 32"" x 35"", 40"" x 27"" x 30"", 36"" x 25"" x 27""",1,0,,,,,,,,,,,,795699856,https://www.specialk9.com/Sky-Kennel-40-x-27-x-30-p795699856,"Sky Kennel 40"" x 27"" x 30""","Comodidad de primera clase para mascotas: la perrera Petmate Sky cumple con los requisitos de la IATA para el transporte de animales vivos y cumple con la mayoría de las especificaciones de carga de aerolíneas, proporcionando un viaje aéreo seguro para mascotas; incluye ventilación de 360 grados y…"
variation,PM600,,"Sky Kennel 40"" x 27"" x 30"" - 48"" x 32"" x 35""",-1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,0.00,,,,,,,PM500,,,,,,,,Tamaño,"48"" x 32"" x 35""",1,0,,,,,,,,,,,,795699856,,,
variation,PM500-40-x-27-x-30,,"Sky Kennel 40"" x 27"" x 30"" - 40"" x 27"" x 30""",-1,,visible,,,taxable,parent,1,-1,1,1,0,,,,,,,,353000.00,,,,,,,PM500,,,,,,,,Tamaño,"40"" x 27"" x 30""",1,0,,,,,,,,,,,,795699856,,,
variation,PM400,,"Sky Kennel 40"" x 27"" x 30"" - 36"" x 25"" x 27""",-1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,0.00,,,,,,,PM500,,,,,,,,Tamaño,"36"" x 25"" x 27""",1,0,,,,,,,,,,,,795699856,,,
